"winner","round_type","ct","t"
"t","ECO",3800,18650
"t","ECO",2700,20850
"ct","NORMAL",23500,18800
"ct","ECO",24800,8400
"ct","ECO",28150,5050
"ct","FORCE_BUY",23650,14150
"ct","ECO",26100,4100
"t","NORMAL",33000,26650
"ct","NORMAL",19400,17800
"ct","FORCE_BUY",28400,14450
"ct","ECO",30950,1900
"t","NORMAL",31400,23050
"ct","NORMAL",25100,26850
"t","ECO",29000,6050
"t","PISTOL_ROUND",4000,4450
"t","ECO",5300,14850
"t","ECO",4900,18650
"ct","NORMAL",24600,20950
"t","ECO",24450,6300
"t","FORCE_BUY",12400,25000
"t","ECO",8300,24000
"t","SEMI_ECO",11150,28700
"ct","PISTOL_ROUND",3650,3000
"ct","NORMAL",9700,7450
"t","ECO",18450,3900
"t","NORMAL",23100,20800
"t","ECO",4000,23000
"t","NORMAL",18800,27050
"ct","ECO",7500,27250
"ct","ECO",28750,7900
"ct","FORCE_BUY",31950,16000
"t","ECO",31300,8650
"ct","NORMAL",24850,20850
"t","NORMAL",26450,17700
"ct","NORMAL",16600,18500
"ct","NORMAL",19950,13950
"t","FORCE_BUY",23150,11750
"t","PISTOL_ROUND",4100,4000
"t","SEMI_ECO",8300,19600
"t","ECO",6150,24300
"t","NORMAL",17250,20250
"ct","NORMAL",15750,24800
"t","NORMAL",18400,19900
"t","NORMAL",12300,19950
"t","NORMAL",13050,20950
"t","FORCE_BUY",11950,25400
"ct","PISTOL_ROUND",4250,4450
"ct","SEMI_ECO",17750,7250
"ct","ECO",24200,1100
"t","NORMAL",25700,24050
"t","SEMI_ECO",11400,25150
"t","ECO",6150,26650
"ct","NORMAL",24000,26600
"t","NORMAL",26600,18050
"t","NORMAL",21350,13550
"ct","ECO",6200,19000
"ct","NORMAL",24950,20450
"t","ECO",28800,6050
"t","NORMAL",19550,24100
"t","ECO",5050,23450
"t","NORMAL",18350,24650
"ct","PISTOL_ROUND",3000,4150
"ct","SEMI_ECO",16900,6450
"ct","ECO",21150,3650
"ct","NORMAL",29100,21600
"ct","ECO",28050,7650
"t","FORCE_BUY",29400,15500
"ct","NORMAL",22700,22200
"ct","ECO",24300,9200
"t","PISTOL_ROUND",2350,4350
"t","ECO",3500,16900
"t","ECO",1100,21850
"ct","NORMAL",20450,24900
"ct","SEMI_ECO",22900,9300
"ct","ECO",31950,2100
"ct","NORMAL",30550,25650
"ct","ECO",32900,4000
"ct","NORMAL",34800,24750
"ct","ECO",35200,5150
"t","NORMAL",34750,28500
"ct","NORMAL",20250,24050
"ct","ECO",25300,5350
"ct","ECO",22450,8000
"t","NORMAL",29500,24000
"ct","PISTOL_ROUND",4300,2300
"t","ECO",13000,1000
"t","ECO",1900,11850
"t","ECO",1500,24100
"ct","NORMAL",21700,26550
"t","NORMAL",20100,27800
"ct","ECO",6750,23950
"t","NORMAL",21850,24100
"ct","FORCE_BUY",10600,22050
"t","ECO",22200,5400
"ct","PISTOL_ROUND",4300,3000
"ct","FORCE_BUY",17550,8950
"ct","ECO",19800,3950
"ct","NORMAL",26500,20500
"ct","ECO",34550,2700
"ct","NORMAL",35350,22150
"ct","ECO",35050,13000
"t","NORMAL",27100,24850
"ct","NORMAL",21450,22750
"ct","ECO",33150,7850
"t","ECO",33250,8100
"ct","NORMAL",20400,25150
"ct","ECO",32350,11100
"ct","ECO",31900,3750
"ct","PISTOL_ROUND",3300,4300
"ct","PISTOL_ROUND",19950,6350
"t","ECO",24550,8750
"t","NORMAL",17200,25950
"t","ECO",10100,27750
"t","PISTOL_ROUND",4400,4350
"t","SEMI_ECO",6900,16300
"t","ECO",6300,22250
"t","NORMAL",20050,27300
"t","ECO",6200,26450
"t","NORMAL",27700,27850
"ct","ECO",7650,26350
"ct","NORMAL",32100,20200
"t","ECO",26750,6550
"t","ECO",4700,25150
"t","FORCE_BUY",8750,18650
"t","NORMAL",20300,26100
"ct","FORCE_BUY",13450,27850
"t","NORMAL",28450,20000
"ct","PISTOL_ROUND",4300,4300
"ct","PISTOL_ROUND",19400,6450
"ct","ECO",25000,6150
"ct","NORMAL",30150,21800
"ct","FORCE_BUY",29300,17100
"t","PISTOL_ROUND",4300,3050
"t","NORMAL",8200,11950
"t","ECO",1000,20200
"ct","NORMAL",18000,24450
"t","NORMAL",27150,27600
"t","ECO",2500,26150
"t","NORMAL",14600,23000
"t","ECO",2700,25900
"ct","NORMAL",28200,26200
"ct","NORMAL",31050,25000
"t","NORMAL",27400,21800
"t","ECO",2300,21700
"t","FORCE_BUY",14700,24500
"ct","SEMI_ECO",11150,26400
"ct","NORMAL",27350,27350
"ct","PISTOL_ROUND",4300,4450
"ct","ECO",16500,2100
"t","NORMAL",21200,21000
"ct","NORMAL",18500,21900
"ct","ECO",23300,3500
"ct","NORMAL",24400,20000
"ct","NORMAL",27650,17400
"t","ECO",4250,14600
"t","ECO",1300,14600
"ct","NORMAL",24550,22750
"t","NORMAL",30050,25700
"t","ECO",6600,23800
"t","NORMAL",16650,22050
"ct","NORMAL",25950,24500
"t","FORCE_BUY",28450,15600
"t","ECO",7550,22400
"t","FORCE_BUY",11150,23600
"ct","FORCE_BUY",11300,23650
"ct","ECO",28400,10450
"ct","NORMAL",24600,16200
"ct","ECO",28100,10350
"ct","ECO",15000,4000
"ct","ECO",22100,1200
"t","FORCE_BUY",21450,10450
"t","ECO",3600,22150
"t","ECO",3000,17650
"t","ECO",8750,25600
"t","SEMI_ECO",10100,25900
"ct","NORMAL",30100,26300
"t","NORMAL",32150,29200
"t","ECO",8000,27950
"ct","ECO",7350,27950
"ct","NORMAL",30150,27350
"t","PISTOL_ROUND",3600,4300
"t","FORCE_BUY",8550,14750
"t","ECO",1100,16350
"ct","NORMAL",17850,26350
"ct","ECO",27050,7250
"ct","NORMAL",27550,20000
"ct","ECO",29300,6700
"t","NORMAL",30400,25650
"t","NORMAL",26400,29500
"ct","ECO",3650,30500
"ct","FORCE_BUY",32200,18000
"ct","ECO",29500,3850
"ct","FORCE_BUY",31150,17500
"t","ECO",30950,7300
"t","NORMAL",29850,20000
"t","PISTOL_ROUND",4350,4250
"t","ECO",5200,14200
"t","ECO",1700,19200
"t","NORMAL",24100,23100
"t","ECO",5800,22800
"ct","NORMAL",26050,24600
"t","NORMAL",30800,26250
"ct","ECO",10100,26650
"ct","NORMAL",25450,17200
"ct","ECO",27550,1300
"t","NORMAL",31150,23300
"t","NORMAL",23650,19900
"t","PISTOL_ROUND",4400,4300
"t","SEMI_ECO",7900,18750
"t","ECO",1200,20150
"ct","NORMAL",23050,22200
"t","NORMAL",22750,23400
"t","ECO",1750,23950
"ct","NORMAL",20100,26650
"ct","NORMAL",25900,24200
"ct","ECO",27500,6550
"t","NORMAL",31150,23500
"t","ECO",2150,27950
"t","ECO",6700,28150
"t","NORMAL",21800,27500
"ct","FORCE_BUY",13400,24950
"t","NORMAL",32650,20450
"t","PISTOL_ROUND",4350,3350
"ct","FORCE_BUY",7500,13950
"ct","ECO",18850,4350
"ct","NORMAL",25250,18050
"ct","ECO",27950,5200
"ct","NORMAL",32050,20700
"t","FORCE_BUY",33050,18850
"ct","NORMAL",27950,23800
"ct","PISTOL_ROUND",4250,4050
"t","ECO",17900,6100
"t","ECO",4800,20650
"ct","NORMAL",14100,20200
"t","NORMAL",23050,26050
"t","ECO",9000,25050
"t","ECO",1900,27400
"t","NORMAL",23400,28350
"t","ECO",2800,28050
"ct","NORMAL",30000,27650
"t","NORMAL",28000,24350
"ct","NORMAL",16500,26100
"t","NORMAL",26150,17900
"t","ECO",4950,21850
"ct","FORCE_BUY",13100,27550
"ct","PISTOL_ROUND",4400,4050
"ct","SEMI_ECO",16850,7550
"ct","ECO",22850,6000
"t","FORCE_BUY",31400,15200
"t","NORMAL",24900,23550
"t","ECO",1000,20750
"ct","NORMAL",24250,23150
"t","NORMAL",20750,16450
"ct","ECO",7150,26550
"t","NORMAL",29750,18800
"t","ECO",3900,24450
"t","ECO",4400,25450
"ct","NORMAL",27850,25200
"t","PISTOL_ROUND",4150,3750
"ct","SEMI_ECO",4000,10400
"ct","ECO",20750,6100
"t","NORMAL",25850,19600
"t","ECO",5350,16500
"t","ECO",2750,25300
"t","NORMAL",26450,27000
"t","ECO",5000,24300
"ct","NORMAL",28000,22450
"ct","NORMAL",27300,18850
"ct","FORCE_BUY",29550,17400
"t","FORCE_BUY",27350,13900
"ct","NORMAL",26800,23650
"ct","ECO",25150,4700
"t","NORMAL",30450,19850
"t","PISTOL_ROUND",4350,4000
"ct","ECO",6250,16700
"ct","ECO",20200,4950
"ct","NORMAL",29000,19250
"ct","ECO",26150,4400
"t","NORMAL",30300,23050
"t","FORCE_BUY",10700,23350
"t","ECO",2550,26250
"t","NORMAL",23850,27250
"t","ECO",2300,20250
"ct","NORMAL",23900,27550
"t","NORMAL",23500,29700
"t","SEMI_ECO",13250,29900
"t","FORCE_BUY",13650,29500
"ct","FORCE_BUY",16300,7600
"ct","ECO",20150,1600
"ct","NORMAL",27400,21900
"ct","ECO",29950,7550
"ct","NORMAL",31750,24700
"ct","FORCE_BUY",31550,15350
"ct","FORCE_BUY",33500,20050
"t","FORCE_BUY",34200,20000
"t","NORMAL",31500,24350
"t","NORMAL",12950,21350
"t","FORCE_BUY",15000,30600
"ct","ECO",9300,28100
"ct","NORMAL",31150,27100
"ct","NORMAL",32450,20750
"ct","PISTOL_ROUND",4300,4250
"ct","SEMI_ECO",17750,7650
"ct","ECO",21050,4050
"t","NORMAL",28250,23500
"ct","ECO",6550,24300
"ct","ECO",27100,6450
"ct","ECO",30600,2800
"t","NORMAL",31150,21750
"t","NORMAL",17600,24950
"ct","SEMI_ECO",11100,25950
"t","FORCE_BUY",28550,13050
"t","NORMAL",19600,23100
"t","FORCE_BUY",7750,16950
"t","ECO",2450,19850
"t","NORMAL",20450,26450
"t","ECO",6600,27500
"ct","NORMAL",29150,22500
"ct","SEMI_ECO",30950,13300
"ct","ECO",32600,6500
"t","SEMI_ECO",30950,13950
"ct","NORMAL",29900,23100
"ct","SEMI_ECO",29750,12800
"ct","ECO",27600,1300
"ct","NORMAL",27600,21550
"ct","SEMI_ECO",30850,13750
"ct","FORCE_BUY",33000,19800
"t","PISTOL_ROUND",3750,3700
"t","SEMI_ECO",7800,17300
"t","ECO",5450,20850
"t","NORMAL",15350,22550
"ct","FORCE_BUY",14850,25600
"t","NORMAL",25850,20500
"t","NORMAL",18250,26000
"t","FORCE_BUY",14100,30100
"t","PISTOL_ROUND",4350,4300
"t","ECO",5600,18050
"t","ECO",3400,20950
"ct","NORMAL",22500,23050
"t","NORMAL",26350,26850
"t","ECO",3600,26950
"t","ECO",4900,27550
"t","NORMAL",25350,29850
"ct","ECO",3050,25350
"ct","NORMAL",33450,21300
"ct","ECO",32800,11400
"t","ECO",32600,8600
"t","NORMAL",21400,25800
"t","ECO",1500,27900
"ct","NORMAL",24250,23650
"t","PISTOL_ROUND",4700,4250
"t","SEMI_ECO",5850,14100
"t","ECO",5150,13650
"ct","NORMAL",24050,22300
"t","SEMI_ECO",24750,9450
"ct","FORCE_BUY",10700,23250
"ct","ECO",24300,3800
"ct","NORMAL",27350,21750
"ct","SEMI_ECO",30300,12050
"t","NORMAL",31500,21550
"ct","NORMAL",26200,24200
"ct","PISTOL_ROUND",4300,4100
"ct","ECO",19400,3600
"ct","ECO",22000,1200
"ct","NORMAL",19650,26100
"t","NORMAL",31950,20700
"t","NORMAL",27450,26950
"t","ECO",4850,28400
"t","NORMAL",24000,26500
"t","ECO",3700,26050
"ct","NORMAL",27700,27350
"t","NORMAL",17850,26950
"t","ECO",5650,26950
"t","ECO",3000,25350
"ct","NORMAL",29250,24550
"ct","NORMAL",4350,4300
"ct","PISTOL_ROUND",15700,2700
"ct","NORMAL",21050,21050
"ct","NORMAL",25400,21400
"ct","ECO",30300,4750
"t","NORMAL",29250,21650
"t","FORCE_BUY",14250,27150
"t","SEMI_ECO",9500,22750
"ct","NORMAL",25400,27700
"t","NORMAL",30500,18600
"t","ECO",1000,26750
"ct","NORMAL",24650,27350
"t","FORCE_BUY",31200,15200
"t","ECO",2650,24100
"ct","NORMAL",26250,27500
"t","PISTOL_ROUND",3850,4300
"t","FORCE_BUY",8300,18100
"t","ECO",1200,22600
"t","NORMAL",23250,23900
"t","ECO",3600,25550
"ct","NORMAL",29450,20900
"ct","NORMAL",30500,27450
"t","NORMAL",32350,23600
"t","NORMAL",20600,20900
"t","NORMAL",15900,24050
"t","FORCE_BUY",13000,24100
"ct","ECO",8150,26850
"t","NORMAL",30550,23400
"ct","NORMAL",19850,27650
"ct","FORCE_BUY",30050,16300
"ct","PISTOL_ROUND",4100,4650
"ct","SEMI_ECO",18500,7400
"ct","ECO",22900,1000
"t","NORMAL",28100,20800
"ct","SEMI_ECO",9950,25400
"t","ECO",30850,10900
"t","ECO",6650,26600
"t","ECO",7000,26900
"ct","NORMAL",27800,28650
"t","NORMAL",26250,24100
"ct","ECO",4500,25250
"t","PISTOL_ROUND",4250,4200
"t","ECO",4350,18250
"t","ECO",1900,20250
"t","NORMAL",22900,25650
"t","ECO",4200,27850
"ct","NORMAL",28650,28450
"t","NORMAL",28100,25400
"ct","ECO",9500,25600
"ct","NORMAL",22800,24700
"ct","ECO",27400,7850
"ct","NORMAL",31150,23600
"ct","NORMAL",25600,16000
"ct","NORMAL",32550,22800
"ct","NORMAL",31200,23600
"ct","NORMAL",30600,23850
"ct","PISTOL_ROUND",3600,3650
"ct","SEMI_ECO",17500,7600
"ct","ECO",16800,1200
"ct","NORMAL",27700,21900
"ct","ECO",26800,8100
"t","NORMAL",27500,18900
"t","NORMAL",16400,23500
"t","ECO",2700,24700
"t","NORMAL",17750,25500
"t","ECO",5200,26150
"t","NORMAL",22100,27550
"t","FORCE_BUY",12900,26550
"t","PISTOL_ROUND",4450,3750
"ct","ECO",3750,17800
"ct","ECO",19550,3850
"ct","ECO",23800,5600
"ct","NORMAL",22900,21100
"ct","ECO",25400,4700
"t","NORMAL",23150,14200
"t","NORMAL",29300,22650
"t","NORMAL",17100,22350
"t","ECO",3300,28600
"t","NORMAL",26500,29100
"ct","NORMAL",23900,29500
"ct","NORMAL",21800,15600
"t","ECO",28700,9550
"t","NORMAL",18750,25600
"ct","PISTOL_ROUND",4300,4350
"t","ECO",20750,3400
"ct","ECO",7850,21450
"ct","ECO",24500,1500
"ct","NORMAL",22300,18800
"t","ECO",27200,5200
"t","ECO",6150,25400
"t","ECO",2850,26350
"t","NORMAL",22650,26550
"t","ECO",4350,30100
"ct","NORMAL",29250,26250
"t","NORMAL",19750,26850
"t","FORCE_BUY",12550,24250
"ct","ECO",7800,27150
"ct","NORMAL",20000,26750
"t","PISTOL_ROUND",4100,4250
"ct","SEMI_ECO",6900,17000
"ct","SEMI_ECO",19350,8250
"ct","ECO",20600,4250
"ct","FORCE_BUY",27700,16500
"t","FORCE_BUY",29050,16650
"t","NORMAL",16350,22900
"t","ECO",7750,26950
"t","SEMI_ECO",10950,25950
"t","NORMAL",18450,27050
"ct","FORCE_BUY",14550,25950
"t","NORMAL",27000,26550
"t","ECO",4550,27050
"ct","FORCE_BUY",15800,28300
"t","NORMAL",28050,26000
"t","PISTOL_ROUND",3650,4300
"ct","SEMI_ECO",7100,15850
"ct","ECO",19000,6900
"t","ECO",25100,4600
"ct","ECO",5600,27700
"ct","NORMAL",28050,24950
"ct","ECO",27300,3800
"t","NORMAL",28200,20950
"t","ECO",4500,26650
"t","NORMAL",18550,24350
"ct","ECO",3200,24850
"t","NORMAL",28900,24600
"t","ECO",7300,25300
"t","ECO",4750,23650
"t","NORMAL",29400,22300
"t","PISTOL_ROUND",3100,4350
"t","ECO",5950,17050
"t","ECO",800,18550
"ct","NORMAL",25350,26250
"ct","NORMAL",19550,24300
"t","ECO",20550,6900
"ct","ECO",6400,25800
"ct","ECO",29900,2500
"ct","ECO",29150,10300
"t","NORMAL",26500,18500
"t","ECO",2400,30700
"t","ECO",4000,30600
"ct","FORCE_BUY",18050,30500
"t","NORMAL",21750,27800
"ct","NORMAL",11900,16100
"t","ECO",6900,18750
"t","ECO",1100,18000
"ct","NORMAL",23900,16550
"ct","NORMAL",22800,20050
"t","ECO",31300,9450
"t","ECO",4600,19100
"t","FORCE_BUY",15000,25500
"t","ECO",4200,25800
"ct","NORMAL",26350,26100
"ct","NORMAL",20550,21750
"ct","NORMAL",29700,23600
"ct","SEMI_ECO",31900,13350
"t","ECO",33000,12300
"t","NORMAL",19500,20300
"t","PISTOL_ROUND",3600,4300
"t","NORMAL",9500,15750
"t","ECO",2100,18900
"ct","NORMAL",24500,23000
"t","NORMAL",27100,20500
"t","ECO",2100,18600
"t","NORMAL",20800,25050
"t","ECO",4800,26650
"t","NORMAL",25800,24950
"t","FORCE_BUY",15200,26250
"ct","NORMAL",23700,27350
"ct","NORMAL",33800,26500
"t","NORMAL",30750,21550
"t","NORMAL",19750,26250
"t","FORCE_BUY",13950,28100
"ct","SEMI_ECO",7400,17500
"ct","NORMAL",20800,13900
"t","FORCE_BUY",24000,11200
"t","NORMAL",19600,23250
"ct","ECO",5000,21250
"ct","NORMAL",20750,15200
"ct","PISTOL_ROUND",4250,4300
"t","ECO",17950,6300
"ct","SEMI_ECO",9100,20600
"ct","ECO",22400,3500
"t","NORMAL",30200,19550
"t","ECO",4500,23200
"ct","NORMAL",18500,19450
"ct","NORMAL",26550,16100
"ct","ECO",28650,6800
"ct","NORMAL",33900,22750
"ct","ECO",34400,10300
"t","ECO",36750,9250
"t","NORMAL",26600,31000
"ct","SEMI_ECO",11350,26400
"ct","NORMAL",26500,16050
"ct","PISTOL_ROUND",4350,3550
"ct","SEMI_ECO",19500,8200
"ct","ECO",23050,1700
"ct","NORMAL",27350,21850
"t","NORMAL",28600,20750
"t","ECO",5450,22750
"ct","NORMAL",22000,27250
"ct","NORMAL",24950,21150
"t","ECO",23000,3600
"t","ECO",4850,25500
"t","FORCE_BUY",14300,24550
"ct","FORCE_BUY",15700,28400
"ct","ECO",28650,4250
"ct","NORMAL",27150,22350
"ct","SEMI_ECO",30150,12200
"t","NORMAL",30550,30000
"t","NORMAL",33050,30500
"ct","NORMAL",30950,29350
"ct","NORMAL",34500,29950
"t","NORMAL",34600,29550
"ct","NORMAL",32250,28950
"t","PISTOL_ROUND",4450,3800
"ct","FORCE_BUY",8200,15750
"t","ECO",19400,4850
"ct","NORMAL",17050,26700
"ct","NORMAL",34750,22900
"ct","ECO",29500,3450
"ct","NORMAL",32800,22400
"ct","ECO",33000,5100
"ct","NORMAL",33800,25250
"ct","NORMAL",35600,24600
"ct","SEMI_ECO",32300,14600
"t","NORMAL",31200,20550
"t","NORMAL",17900,28900
"ct","PISTOL_ROUND",3700,4300
"ct","ECO",19150,5350
"ct","PISTOL_ROUND",19900,2200
"t","NORMAL",24550,21500
"t","NORMAL",25450,26850
"t","ECO",7200,27150
"ct","ECO",10400,29700
"ct","NORMAL",28100,17750
"ct","ECO",27750,3250
"ct","NORMAL",30850,20650
"ct","ECO",28550,4550
"t","NORMAL",32350,28850
"t","NORMAL",25000,29900
"t","PISTOL_ROUND",4400,3400
"t","ECO",5050,14750
"t","ECO",2150,19300
"t","NORMAL",23500,24000
"t","NORMAL",13450,22250
"ct","NORMAL",26900,29950
"ct","NORMAL",25300,27850
"ct","NORMAL",19050,23600
"ct","ECO",33400,2200
"ct","NORMAL",31150,22300
"ct","ECO",31300,6900
"ct","NORMAL",24650,23450
"t","NORMAL",28500,27500
"t","ECO",6350,23350
"t","NORMAL",20400,27500
"ct","PISTOL_ROUND",4550,4450
"ct","ECO",16600,2500
"ct","ECO",21400,7050
"t","NORMAL",27450,19900
"t","SEMI_ECO",9450,24300
"t","ECO",2850,20650
"ct","NORMAL",26850,26450
"ct","ECO",31500,4700
"t","NORMAL",31250,24800
"t","NORMAL",16300,26700
"ct","ECO",9200,26250
"t","FORCE_BUY",25900,13350
"ct","ECO",3350,18050
"t","PISTOL_ROUND",3600,4200
"t","NORMAL",8850,14200
"t","ECO",1400,13800
"ct","NORMAL",24050,25850
"t","NORMAL",24400,16500
"t","ECO",3250,24300
"t","ECO",7000,25600
"t","NORMAL",26950,25750
"ct","SEMI_ECO",11850,29000
"ct","NORMAL",29350,24450
"ct","FORCE_BUY",31750,18450
"ct","ECO",33200,9950
"t","SEMI_ECO",34100,15300
"ct","NORMAL",23250,23900
"ct","NORMAL",25300,18900
"ct","PISTOL_ROUND",4250,4300
"ct","ECO",17450,2050
"t","NORMAL",20350,21000
"t","NORMAL",17200,22800
"t","ECO",8500,26850
"t","NORMAL",19400,26550
"ct","ECO",2600,29200
"ct","FORCE_BUY",30950,17850
"ct","ECO",31250,1500
"t","NORMAL",29800,23800
"ct","NORMAL",20550,21900
"ct","ECO",29600,1000
"ct","FORCE_BUY",31100,18100
"t","PISTOL_ROUND",3900,3650
"ct","ECO",5300,15850
"ct","SEMI_ECO",20450,8500
"ct","ECO",25450,2400
"ct","NORMAL",30250,24650
"ct","ECO",29150,1800
"t","NORMAL",27650,27800
"ct","ECO",2900,28200
"ct","ECO",30400,5750
"ct","FORCE_BUY",29050,14600
"ct","ECO",30650,3000
"ct","NORMAL",31950,26150
"ct","SEMI_ECO",28150,11800
"ct","FORCE_BUY",28350,13500
"ct","ECO",28450,10300
"t","PISTOL_ROUND",3700,3850
"t","SEMI_ECO",7950,19800
"t","ECO",7600,21850
"t","PISTOL_ROUND",3600,4450
"t","SEMI_ECO",6900,15900
"t","ECO",1100,17000
"ct","NORMAL",20250,19400
"ct","FORCE_BUY",28450,15150
"ct","ECO",31500,5050
"ct","NORMAL",31600,25050
"ct","ECO",31650,2500
"t","NORMAL",31450,28900
"ct","NORMAL",23000,25500
"ct","NORMAL",27100,19150
"ct","ECO",34250,2600
"t","FORCE_BUY",35850,20750
"ct","NORMAL",24550,28200
"t","FORCE_BUY",29150,16250
"t","PISTOL_ROUND",3700,4350
"ct","NORMAL",9050,14200
"ct","ECO",22250,5400
"ct","ECO",29150,6300
"ct","NORMAL",29950,22350
"t","ECO",25150,6600
"t","NORMAL",18050,27550
"t","ECO",4000,25550
"t","NORMAL",25150,27150
"t","FORCE_BUY",15750,27850
"t","FORCE_BUY",15300,26550
"t","PISTOL_ROUND",4350,4350
"t","FORCE_BUY",7650,14050
"t","ECO",1700,20850
"ct","NORMAL",21900,24750
"ct","ECO",22850,3500
"ct","NORMAL",23400,23350
"ct","ECO",31250,2400
"t","NORMAL",32550,27650
"t","ECO",3350,26500
"t","NORMAL",26650,24850
"t","ECO",3250,27300
"t","NORMAL",29650,27000
"t","ECO",7500,22950
"t","NORMAL",30350,27300
"t","NORMAL",20800,27700
"ct","PISTOL_ROUND",4250,4250
"ct","ECO",15200,3950
"ct","NORMAL",20600,18500
"t","SEMI_ECO",28550,11050
"ct","NORMAL",27900,22000
"t","FORCE_BUY",29900,16400
"t","ECO",4400,23300
"t","ECO",2300,25800
"ct","NORMAL",26850,26300
"ct","PISTOL_ROUND",4200,2950
"ct","SEMI_ECO",18500,7850
"ct","ECO",21400,1500
"ct","NORMAL",27700,19500
"ct","NORMAL",30050,20800
"ct","ECO",26650,6500
"ct","NORMAL",32000,19250
"t","SEMI_ECO",33200,13300
"t","NORMAL",20500,21500
"ct","ECO",5350,23900
"ct","ECO",29300,4800
"ct","ECO",32150,5000
"ct","ECO",28900,10500
"ct","ECO",35700,6000
"ct","FORCE_BUY",37250,18450
"t","PISTOL_ROUND",3550,3700
"t","ECO",5550,18600
"ct","NORMAL",10600,17350
"ct","SEMI_ECO",24600,9750
"ct","ECO",22300,8400
"t","NORMAL",28300,17800
"ct","SEMI_ECO",7350,16800
"ct","SEMI_ECO",19450,8600
"ct","ECO",25350,4350
"ct","NORMAL",28150,21250
"t","ECO",31850,8250
"ct","NORMAL",30950,25900
"ct","FORCE_BUY",28250,16100
"ct","ECO",27400,4050
"ct","FORCE_BUY",28200,15700
"t","ECO",32600,8400
"t","NORMAL",24550,27650
"ct","NORMAL",23400,22650
"ct","NORMAL",29250,21950
"ct","FORCE_BUY",34200,19600
"ct","SEMI_ECO",19200,7300
"t","NORMAL",22500,21650
"ct","SEMI_ECO",9650,23700
"t","NORMAL",27850,18800
"t","FORCE_BUY",10100,18550
"ct","ECO",7200,21850
"ct","NORMAL",23150,23300
"ct","ECO",30500,2900
"ct","NORMAL",31800,20850
"ct","ECO",32950,7400
"t","NORMAL",33450,27700
"ct","NORMAL",31050,27800
"t","FORCE_BUY",32700,19400
"t","PISTOL_ROUND",4450,4250
"t","ECO",6200,17450
"t","ECO",1000,20250
"ct","NORMAL",25100,26200
"t","NORMAL",25400,21550
"t","ECO",3500,23650
"t","ECO",8800,27750
"t","NORMAL",27100,22750
"t","SEMI_ECO",12100,27750
"t","NORMAL",24950,27450
"ct","NORMAL",22200,26450
"t","NORMAL",27900,27350
"ct","FORCE_BUY",13100,24700
"ct","NORMAL",31600,19900
"ct","FORCE_BUY",20550,9500
"t","PISTOL_ROUND",4250,4200
"t","SEMI_ECO",7000,18350
"t","ECO",1200,20650
"ct","NORMAL",23700,24500
"ct","NORMAL",26700,21750
"ct","ECO",28350,1500
"ct","NORMAL",30400,23450
"ct","FORCE_BUY",32850,17050
"ct","PISTOL_ROUND",4350,3650
"t","SEMI_ECO",17400,7450
"t","FORCE_BUY",9050,19200
"t","ECO",1600,24850
"t","NORMAL",25350,28400
"t","ECO",6550,28600
"ct","NORMAL",26550,28400
"ct","NORMAL",29650,22300
"ct","NORMAL",30450,18900
"ct","ECO",29850,4100
"ct","FORCE_BUY",31950,19100
"t","FORCE_BUY",29800,17300
"t","ECO",2450,25600
"ct","NORMAL",20950,27150
"t","NORMAL",27200,22200
"ct","PISTOL_ROUND",4250,4000
"ct","ECO",19150,5550
"ct","ECO",24200,1000
"ct","NORMAL",28050,24450
"ct","ECO",32750,4900
"t","NORMAL",33000,25250
"ct","NORMAL",29800,27250
"ct","ECO",28350,9750
"t","FORCE_BUY",28400,16750
"ct","NORMAL",22800,19000
"t","PISTOL_ROUND",4400,3700
"t","ECO",5250,17300
"t","ECO",1200,20000
"ct","NORMAL",24100,23950
"t","NORMAL",23700,25100
"t","ECO",4850,28900
"t","ECO",7100,29050
"t","ECO",4450,29300
"t","NORMAL",24050,29600
"ct","FORCE_BUY",12550,27550
"ct","NORMAL",26400,31550
"ct","FORCE_BUY",33750,18500
"ct","ECO",35150,11950
"ct","NORMAL",33300,21000
"ct","FORCE_BUY",34300,18350
"ct","PISTOL_ROUND",4300,4400
"t","ECO",18400,4850
"t","SEMI_ECO",7250,18600
"t","ECO",2700,21100
"t","NORMAL",24300,24750
"t","SEMI_ECO",9450,24300
"t","NORMAL",28250,27450
"ct","FORCE_BUY",15950,27350
"ct","NORMAL",21900,27350
"t","NORMAL",30050,26650
"ct","NORMAL",18500,28700
"ct","ECO",31200,4700
"ct","NORMAL",29950,22700
"ct","ECO",31800,3950
"t","NORMAL",30250,22950
"t","PISTOL_ROUND",3750,4200
"t","ECO",6050,17200
"t","ECO",4500,19600
"ct","NORMAL",21150,26800
"t","NORMAL",21000,21050
"t","ECO",2200,23050
"ct","NORMAL",20200,24800
"ct","ECO",28500,7050
"ct","NORMAL",29650,20000
"ct","NORMAL",28000,18750
"ct","ECO",31600,3450
"t","NORMAL",31700,20650
"t","NORMAL",25250,24100
"t","ECO",2100,27250
"ct","NORMAL",28550,22800
"t","PISTOL_ROUND",4450,4400
"t","ECO",6250,17250
"t","ECO",2000,18350
"t","NORMAL",21600,23400
"t","ECO",4400,27050
"ct","NORMAL",23950,21850
"t","NORMAL",23350,27250
"t","ECO",8050,21800
"t","FORCE_BUY",16000,27250
"t","SEMI_ECO",10500,26900
"ct","PISTOL_ROUND",2700,4100
"ct","ECO",18100,3600
"ct","NORMAL",22700,16050
